9c:50:ee:3f:92:40,167
9c:50:ee:30:46:20,191
c8:3a:35:49:60:44,193
a8:15:4d:f5:f1:26,140
9c:50:ee:30:45:21,64
9c:50:ee:3f:91:61,195
b0:75:d5:5f:d4:38,102
ac:4e:91:61:21:80,60
9c:50:ee:30:39:e1,65
00:34:cb:48:94:aa,198
9c:50:ee:3f:9c:60,199
9c:50:ee:3f:92:41,107
ec:17:2f:4a:cf:fc,26
